id,title,tags,views,engagement_rate,wpi_score,ocr_text_density,is_success
XPUShPguMEQ,SOAL LOGIKA MATEMATIKA DASAR TIU NUMERIK SKD CPNS DAN SOAL PSIKOTES MASUK KERJA,[],37033,0.019037075041179487,19.037075041179488,0,0
tWWKWoVOuGc,Logika Sederhana Rocky Gerung #shorts #logika #rockygerung #akalsehat  #bennysyafaatstories,[],3429,0.008748906386701663,8.748906386701663,0,0
4tlGcAVnJO4,Logika Sederhana Pentingnya Investasi,[],493652,0.016465040149741112,16.465040149741114,0,0
IZp0iIccDyc,Apa itu ilmu filsafat? Rocky Gerung.,[],450150,0.0381406197934022,38.1406197934022,1,0
t9i7PDZkJSs,Ada yang bisa menggambar? #icebreaking,"['Ice breaking', 'Teka teki', 'Ide teka teki', 'Games seru', 'Ide games asyik', 'Teka teki siswa', 'Asah otak', 'Asah pikiran', 'Games papan tulis', 'Games seru Sekali', 'Ide games siswa', 'Logika', 'Games logika', 'Logika short']",982060,0.003210598130460461,3.2105981304604607,1,0
ZRxGOpw0yRM,LOGIKA MATEMATIKA BENTUK IMPLIKASI TIU CPNS SOAL PSIKOTES MASUK KERJA,"['soal psikotes', 'tiu cpns', 'soal matematika', 'logika matematika', 'penarikan kesimpulan', 'silogisme']",69869,0.02049549871903133,20.49549871903133,0,0
AK35kbnDFio,Belajar Soal Logika 😍,[],31296,0.024475971370143148,24.47597137014315,0,0
8xyeOCF6760,Cara membaca cepat dan efektif. #belajarsemenit #itb #tips #tricks #membaca #cepat,[],132189,0.08794226448494201,87.94226448494202,0,1
OwZm31CYhnc,Belajar Membaca Cepat dengan Kakikukeko #belajar #bahasaindonesia #membaca,"['belajar', 'membaca', 'bahasa indonesia', 'belajar bersama', 'membaca cepat tanpa mengeja', 'membaca mudah', 'membaca mengeja', 'huruf', 'huruf besar', 'abcd', 'alfabet', 'abjad', 'menulis', 'semangat belajar', 'parents', 'ayah bunda mengajar', 'mengajari anak membaca']",34663,0.00011539682081758647,0.11539682081758647,0,0
kXUkZubK7Qs,belajar baca,"['Wilson Sinai', 'kocak', 'lucu', 'humor', 'dagelan', 'wilsonsinai', 'wilson', 'vidgram']",43612728,0.01732372714680907,17.32372714680907,0,0
jaJLoE_pco0,Cara membaca Buku EFEKTIF dibawah 1 menit dan INGAT SEMUANYA #SHORTS,"['kontenkreator', 'radityadika', 'gitawirjawan', 'sukses', 'cuan', 'kaya', 'cepetkaya', 'kultum', 'agusleohalim', 'satupersen', '1persen']",154877,0.11038436953195116,110.38436953195117,0,1
m8vq0sH18Lc,Latihan membaca kalimat 5 huruf lagi #membaca #kalimat #sd #tk #belajar #bahasaindonesia #kata,"['belajar membaca', 'membaca tanpa mengeja', 'membaca kalimat', 'latihan membaca', 'gemar literasi', 'ajak anak membaca', 'buat anak suka membaca', 'pintar membaca', 'membaca kalimat tanpa mengeja']",157501,0.006584085180411553,6.584085180411553,1,0
KP3AFch0ohU,Trik Baca Buku Ala Anies,"['mendikbud', 'kemendikbud', 'anies baswedan', 'turun tangan', 'indonesia mengajar', 'menteri', 'jokowi', 'budaya', 'pendidikan', 'joko widodo', 'maju', 'salam', 'bersama', 'gerindra', 'pks', 'jakarta', 'pilgub', 'pilkada', 'gubernur', 'Gubernur DKI Jakarta', 'Covid-19', 'pandemi', 'Jakarta', 'DKI Jakarta', 'Kota Jakarta', 'Pemprov DKI', 'Kota Kolaborasi', 'Plus Jakarta', 'uang rakyat', 'APBD', 'DPRD', 'Keadilan sosial', 'keadilan', 'Anies Presiden', '2024', 'Calon Presiden', 'Stadion JIS', 'Anies', 'Anies for President', 'Capres 2024', 'Nusantara']",115994,0.048200769005293374,48.200769005293374,1,0
y2I_FO_l-KI,4 Langkah mudah mengatasi kesulitan membaca #guru #tips #education #edukasi,[],34065,0.009863496257155439,9.863496257155438,0,0
NTTWypBFl3U,Belajar Membaca dan Mengeja untuk Anak Tk dan Sd/Belajar Baca/Membaca/398,"['belajar', 'membaca', 'mengeja', 'belajar membaca', 'belajar mengeja', 'belajar baca', 'belajar membaca untuk anak SD', 'belajar membaca untuk anak tk', 'belajar membaca untuk anak paud', 'pelajaran anak tk', 'pelajaran anak SD', 'pelajaran anak paud', 'belajar abc', 'kinderflix balita', 'kinderflix', 'yubimba', 'lagu anak Indonesia', 'lagu anak anak', 'upin ipin', 'nussa', 'masha', 'cocomelon', 'cocomelon nursery rhytmes', 'anak belajar membaca']",208374,0.02208048988837379,22.08048988837379,0,0
CjCgWiSt92E,60 jam pintar baca tanpa dieja untuk anak tk PAUD dan SD#reels #reel,"['belajar membaca', '60 jam pintar baca tanpa dieja', 'belajar membaca untuk anak tk PAUD dan SD', 'belajar membaca tanpa mengeja untuk anak tk PAUD dan SD', 'belajar membaca tanpa mengeja', 'abcd', 'belajar berhitung']",4839272,0.01224399041839351,12.24399041839351,0,0
d83mqvmcqwU,5 Cara Cepat Membaca Buku Dengan Efektif #pengembangandiri #productivity #selfimprovement #bacabuku,"['julian roelivan sati', 'julian roelivan s', 'tips youtuber', 'tips instagram', 'book review', 'book summary', 'buku self development', 'buku pengembangan diri', 'review buku', 'produktif', 'time management', 'cara atur waktu', 'work from home', 'kerja di rumah', 'buku produktifitas', 'cara produktif', 'satu persen', 'konten kreator', 'cara belajar', 'cara konsisten', 'tips produktif', 'pengembangan diri', 'manajemen waktu', 'channel youtube edukasi dan pengembangan diri', 'channel youtube edukasi', 'self development']",25688,0.03900654001868577,39.00654001868577,0,0
uSQK9GKIl40,Reset OTAK MALAS lo dibawah 2 MENIT,"['kontenkreator', 'radityadika', 'gitawirjawan', 'sukses', 'cuan', 'kaya', 'cepetkaya', 'kultum', 'agusleohalim', 'satupersen', '1persen']",100823,0.08693452882774763,86.93452882774763,0,1
27pGWGiYRNM,Reset OTAK MALAS dibawah 2 Menit (TERBUKTI),[],38032,0.12294909549852756,122.94909549852756,0,1
ymxnn_6tBOo,Kamu Sering Malas? Mungkin Otakmu Seperti Ini,"['otak', 'isi otak', 'kenapa bisa malas', 'ilmiah', 'edukasi', 'otak orang pemalas', 'sains', 'edukasi short', 'ilmu sejarah', 'tekhnologi']",1769,0.010740531373657434,10.740531373657435,0,0
0MIQf8xVyr4,Cara Jadi Manusia Baru dalam 2 Menit | Reset Otak MALAS,"['kontenkreator', 'radityadika', 'gitawirjawan', 'sukses', 'cuan', 'kaya', 'cepetkaya', 'kultum', 'agusleohalim', 'satupersen', '1persen']",42860,0.06609892673821745,66.09892673821744,1,1
H8v5S3E6Pa0,"Gue Gak Malas, Otak Gue Aja Lagi Overload!","['gue gak malas', 'cara mengatasi stuck', 'tips produktif untuk pemula', 'kenapa gue mager terus', 'malas atau overthinking', 'cara mulai lagi dari nol', 'motivasi anak muda', 'motivasi belajar lucu', 'self improvement Indonesia', 'upgrade diri sendiri', 'video motivasi santai', 'video upgrade hidup', 'konten stickman lucu', 'motivasi buat rebahan', 'pomodoro untuk pemula', 'brain dump itu apa', 'video curhat relatable', 'konten nyentil lucu', 'video inspiratif Indonesia', 'video buat orang bingung', 'upgrade hidup']",2409,0.0987961809879618,98.7961809879618,1,1
fSudnFMF9SU,part 1 penjelasan dan tips melawan rasa malas #tausiah #uah #rasamalas #tips,[],95016,0.028795150290477394,28.795150290477395,0,0
6XNI9aXByqA,Kenapa Kemewahan Bisa Bikin Otak Malas? #neurosains #shortsfeed,[],771,0.0311284046692607,31.1284046692607,1,0
Xq_zgS_siOg,"4 Tanda Otakmu Mengalami Hang atau Rusak, Perhatikan Gangguan Saraf Ini.part.1",[],215927,0.01640832318329806,16.40832318329806,1,0
cqTpMxHVhBs,7 Tips SUPER AMPUH mengalahkan MALAS!,[],170546,0.03722749287582236,37.22749287582236,0,0
DclHebOJdw8,Cara Melawan Rasa Malas? Tanya Guru Gembul,[],123967,0.054506441230327426,54.506441230327425,0,1
79XjzFIUkOc,Cara menjadi orang sukses,['#motivasihidup #motivasi #sukses #edukasi #fyp #shorts'],460014,0.02864478037624942,28.644780376249418,0,0
avprvEYNveA,MINDSET SEORANG ENTREPRENEUR - SANDIAGA UNO - BE A BILLIONAIRE,"['inspirasi bisnis', 'pengusaha', 'orang kaya', 'ide bisnis', 'ide usaha', 'entrepreneur', 'menjadi kaya', 'be a billionaire', 'be a billionaire id', 'inspirasi', 'motivasi', 'cerita inspirasi kehidupan', 'inspirasi usaha', 'inspirasi hidup', 'kisah inspirasi', 'uno', 'sandi', 'sandi uno', 'sandiaga uno']",699335,0.021866487448790637,21.866487448790636,1,0
6ve9AY_5gEM,Mindset pengusaha | pola pikir orang kaya | quotes motivasi,"['motivasi hidup', 'motivasi hidup sukses', 'motivasi kehidupan', 'motivasi sukses', 'video motivasi', 'video motivasi hidup']",58879,0.024321065235482938,24.321065235482937,1,0
SWc1mgTvckQ,Pasti sukses kalo kamu ikuti cara ini,[],1340622,0.03549919365786926,35.499193657869256,1,0
n9G3uq32O24,Growth Mindset & Fixed Mindset,['#motivasihidup #motivasi #sukses #edukasi #fyp #shorts #reels #growthmindset.id'],303670,0.03509072348272796,35.09072348272796,1,0
4H1C0tCKyvI,Mindset orang konglomerat #shorts #motivasi #inspirasi #bisnis #sukses #pengusaha #muda,[],476074,0.018612652654839374,18.612652654839373,0,0
pwEoMuVAads,Perbedaan mindset orang kaya #mindset #motivasi #sukses #timothyronald,[],22929,0.03541366828034367,35.413668280343664,0,0
JUf6Hg9LSg0,5 Cara Sukses Dari Nol Ala Bob Sadino #motivasibisnis,"['shorts', 'motivation', 'najwa sihab', 'merry riana', 'abdi suardin', 'dewa eka prayoga', 'podcast motivasi hidup', 'motivasi hidup', 'motivasi bisnis', 'motivasi sukses', 'bob sadino', 'quotes motivasi', 'quotes indonesia', 'motivasi pengusaha']",75067,0.02151411405810809,21.51411405810809,1,0
ZIbyOa6USag,Mindset pekerja vs pengusaha,[],246154,0.009258431713480179,9.258431713480178,1,0
p3je7McK4Gc,4 Rahasia Orang Tionghoa Bisa Kaya Dan Sukses #shorts #sukses #rahasiasukses,"['info', 'info mantab', 'info populer', 'berita', 'berita mantab', 'rahasia sukses orang tionghoa', 'rahasia sukses orang cina', 'rahasia sukses', 'sukses', 'sukses orang tionghoa', 'sukses orang cina', 'orang tionghoa', 'orang cina', 'rahasia orang tionghoa kaya', 'kenapa orang tionghoa kaya', 'orang cina kaya', 'rahasia orang cina bisa kaya', 'kenapa orang cina kaya', 'kenapa orang cina bisa sukses', 'kenapa orang china kaya dan sukses', 'kenapa orang keturunan cina banyak yang sukses']",130486,0.01935839860214889,19.35839860214889,1,0
zqK1LbLcFHk,Alasan orang China sukses berbisnis. #bisnis #ownerbisnis #motivasibisnis selamat,[],42708,0.02374262433267772,23.742624332677718,0,0
7nG_MUr5mAA,Mindset Kerja Keras. #sukses,[],158149,0.04809388614534395,48.093886145343944,0,0
kksanirKE2M,POLA PIKIR ORANG SUKSES #shorts,[],482,0.03734439834024896,37.344398340248965,0,0
gXXc26kfIxE,Begini Pola Pikir Orang SUKSES‼️#jusufhamka #tokohinspiratif #tionghoa #pembisnis #fyp #shorts,"['Jusuf Hamka', 'Tionghoa', 'tokoh inspiratif', 'Pembisnis sukses', 'fyp', 'shorts']",17053,0.0068023221720518385,6.802322172051839,1,0
dY3EDzT4L2w,Pola pikir tetap dan berkembang,[],10312,0.0068851823118696665,6.8851823118696664,1,0
kwelkW44cRs,Mindset Itu Kunci! Gimana Pola Pikir Bisa Bawa Kamu ke Sukses yang Gak Kamu Sangka,[],170,0.041176470588235294,41.1764705882353,1,0
3X8QQkVfsRY,Rahasia Otak Orang Sukses: 1 Pola Pikir Ini Bisa Ubah Hidupmu Selamanya! #motivasi #motivasidiri,"['Motivasi', 'Inspirasi Hidup']",405,0.007407407407407408,7.407407407407407,0,0
EuYvFC_TB-I,Cara belajar dari orang kaya #timothyronald #mindset #motivasi #bitcoin #sukses,[],19826,0.06173711288207404,61.737112882074044,1,1
K1l4B3F7-HY,Cara agar tetap disiplin & konsisten #timothyronald #mindset #suksesmuda #motivasi #bitcoin #sukses,[],43951,0.05458351345816932,54.58351345816932,1,1
KbV6LnAUk-w,PERBEDAAN POLA PIKIR MISKIN & KAYA #motivasi #bisnis #sukses #pengusaha #muda #motivation,"['perbedaan pola pikir orang kaya dan miskin', 'perbedaan kaya dan miskin', 'perbedaan cara berpikir orang kaya dan miskin', 'perbedaan orang kaya dan miskin', 'perbedaan orang kaya miskin', 'perbedaan pola pikir', 'perbedaan mindset kaya dan miskin', 'perbedaan orang kaya dan orang miskin', 'cara berpikir orang kaya dan miskin', 'perbedaan mindset orang kaya dan miskin', 'perbedaan mental kaya dan mental miskin', 'perbedaan cara berfikir orang kaya dan orang miskin', 'perbedaan mindset miskin vs kaya']",6793,0.01251288090681584,12.51288090681584,0,0
KJLFwHw62Dc,"1 Pertanda Orang Sukses, GRIT #raymondchin #grit #sukses #kegigihan #gigih",[],408593,0.10617656200669126,106.17656200669126,0,1
RdpQJPemmGA,Pola Pikir SUKSES ANTI GAGAL! Ini Kata Helmy Yahya! #shorts #viral,"['Pola Pikir', 'Pola Pikir Orang Sukses', 'Mindset', 'Mindset Sukses', 'Anti Gagal', 'Sukses Anti Gagal', 'Pentingnya Mimpi', 'Tujuan Hidup', 'Tanpa Tujuan', 'Mimpi Sukses', 'Helmy Yahya', 'Helmy Yahya Bicara', 'Motivasi', 'Inspirasi', 'Ilmu Praktis', 'Wawasan', 'Tips Sukses', 'Pengembangan Diri', 'Klip Podcast', 'YouTube Shorts Indonesia', 'Penting Gak Sih', 'Fokus', 'Optimis', 'Pola Pikir Positif', 'Law of Attraction']",4337,0.04450080700945354,44.50080700945354,1,0
izDqC7k5LOg,"yuk senam otak, lakukan 1 menit tiap hari #drpras #brain #brainhealth",[],172611,0.012728041665942495,12.728041665942495,1,0
g_enB60wduU,"jika ada gejala kurang fokus, sulit buat keputusan dsb bisa jadi otak kurang oksigen #drpras",[],148933,0.016712212874245465,16.712212874245466,1,0
pbLQn9PoXMM,Inilah yang terjadi jika kalian melihat otak babi di mikroskop 😱 #shorts #faktaunik,[],5645517,0.04153189158760836,41.53189158760836,1,0
hvfOOIjbTSw,Senam otak meningkatkan kecerdasan 🧠 #senamotak #anakcerdas #tipsparenting #infoparenting,[],80192,0.00665901835594573,6.65901835594573,0,0
XLuOpVHZJyY,"Gerakan/Senam Terapi Tangan Untuk Stimulasi Otak Cerdas, Fokus, Konsentrasi, Cegah Pikun #healthy","['healthy', 'healthy life', 'senam sehat', 'senam kesehatan', 'terapi kesehatan', 'terapi tangan', 'terapi pijat kesehatan', 'asmr', 'asmr sleep', 'asmr kesehatan', 'asmr massage', 'asmr pijat', 'gym', 'fitness', 'jogging', 'sport', 'exercise', 'exercise from home', 'terapi otak untuk fokus', 'cara buat otak fokus/konsentrasi', 'terapi mencegah pikun', 'senam jantung', 'senam darah tinggi', 'pola hidup sehat', 'tips badan segar bugar', 'tes konsentrasi otak', 'tes kecerdasan otak/konsentrasi']",57948,0.009663836543107613,9.663836543107614,1,0
beoyVZAvl8o,"Teknik Mencerdaskan Otak Dan Mempercepat Daya Tangkap Otak Adalah ""Fokus""",[],458964,0.06687670492674806,66.87670492674806,0,1
BOs_9FALRM4,Kamu Otak Kiri Atau Otak Kanan?,[],1685895,0.055125615770851684,55.12561577085168,0,1
FxK69NYk3AI,Tes Kemampuan Otak,[],7055633,0.03281576578600389,32.815765786003894,0,0
ViJOGJ6WHpk,Gimana cara ningkatin IQ rendah? Emang bisa? Ternyata… #shorts,[],889827,0.08371964438031212,83.71964438031212,1,1
A1HUh8FMCpE,SENAM OTAK  GERAKAN DASAR (new version),"['Meningkatkan Daya Ingat', 'Konsentrasi', 'Meningkatkan Refleks', 'Meningkatkan Kemampuan Belajar', 'Otak Kiri', 'Mencegah Penyakit Lupa', 'Amnesia', 'Demensia', 'Alzheimer', 'senam', 'senam otak', 'latihan daya ingat', 'asah otak', 'latihan otak', 'latih otak', 'otak kanan']",905349,0.007889775103302705,7.889775103302705,0,0
VEjnGnJueIE,Cara jumlahin data di Excel dalam 5 detik ✅,[],633797,0.04576859783179788,45.768597831797884,0,0
VNJmC0IKCPs,Cara Mudah Entry Data Secara Otomatis di Excel,"['#tutorialexcel', '#tipsexcel', '#trikexcel', '#rumusexcel', '#belajarexcel', '#excelpemula']",109694,0.04460590369573541,44.60590369573541,0,0
tMYeXG5NiO4,Gimana caranya memahami data? Simak video di atas ya!#IdentifikasiDataPython #HalotechAcademy,[],213,0.056338028169014086,56.33802816901409,0,1
nu1kI4UjwRI,Pahami VLOOKUP dan Lulus di Test Excel,"['excel', 'excel tips', 'tutorial excel', 'belajar excel', 'business intelligence', 'data analytics', 'excel pemula', 'vlookup', 'excel vlookup', 'excel test', 'excel test interview']",181752,0.029738324750209075,29.738324750209074,0,0
h_j5b8A4LxY,Belajar dari google buat jadi data analyst #belajardarirumah,[],63344,0.10540856276837585,105.40856276837584,0,1
fXApBZ4ho64,Rahasia Belajar SQL. #belajar #dataanalysis #data #sql #dataengineering #datascience,[],22726,0.039910234973158494,39.910234973158495,1,0
Azf0U9wyU5Y,Mau jadi Data Analyst? Tonton ini!,"['kartu prakerja', 'jokowi', 'program kartu prakerja', 'apakah kartu prakerja efektif', 'bansos', 'cara punya karir baik', 'cara sukses di usia muda', 'program pelatihan', 'prakerja', 'data analyst pemula', 'data analyst skills', 'data analyst adalah', 'data analyst course', 'data analyst career path', 'pelatihan kartu prakerja', 'cara jadi data analyst', 'penganalisis data', 'belajar jadi data analyst']",115926,0.04494246329555061,44.94246329555061,0,0
rjLhooSrPBI,#belajar #macro untuk #input #data #otomatis di #excel part 1,[],82425,0.007885956930542918,7.8859569305429185,1,0
BNWJJJXGHec,"Apa itu Problem Solving? Pengertian, Proses dan Contohnya","['problem solving', 'problem solving skill', 'bisnis', 'karyawan', 'sdm', 'terbebasdarimasalah', 'problem', 'pencapaian', 'usaha', 'kerjakeras', 'pemecahan masalah dan pengambilan keputusan', 'metode pemecahan masalah', 'pemecahan masalah sosial', 'teori pemecahan masalah', 'problemsolving', 'cara pemecahan masalah', 'training problem solving', 'konsultansdm', 'buku problem solving', 'tahapan pemecahan masalah', 'problem solving adalah', 'metode problem solving', 'pemecahan masalah menurut para ahli', 'alternatif pemecahan masalah']",57800,0.01769896193771626,17.698961937716263,1,0
s1lt6pwIF1o,Improve Your Problem Solving Skills,"['problem solving', 'learning skills', 'decision making', 'make a decision']",360494,0.03178693681448235,31.786936814482353,0,0
FG-Wo7Z0NWU,Problem solving mindset,[],316675,0.099010026051946,99.010026051946,1,1
3_2VMiznh_k,ELON MUSK: The Art of Problem-Solving: Mastering Difficult Challenges like a Pro!,[],107075,0.02042493579266869,20.424935792668688,0,0
kkNWGxYK7Nc,Ants Vs Humans: Problem Solving Skills,[],151687129,0.014529215593499697,14.529215593499696,0,0
B-M3YlA2KDg,The 5 Whys of Problem-Solving Method,"['problem solving', '5 Whys', 'business', 'career development', 'team management', 'mind tools', '5 whys technique', 'five whys technique']",422441,0.0029968682017133754,2.9968682017133754,0,0
EYM4-daEu_Y,Mengasah Kemampuan Berpikir dengan Problem Solving Mindset,"['learning', 'problemsolving', 'mindset', 'problemsolvingmindset', 'kreatif', 'pemecahanmasalah', 'solusi', 'ide', 'inovasi', 'humancapital', 'learninganddevelopment', 'edtech', 'koqnitif', 'psychology']",3131,0.022037687639731716,22.037687639731715,0,0
JAdTjHsOid0,Penyelesaian Masalah Umum / Good Problem Solving,[],506090,0.00872572072161078,8.72572072161078,0,0
Ahha-igVmJw,Problem Solving,"['problem solving', 'critical thinking', 'education', 'teaching', 'early ed', 'pre k', 'how to teach problem solving', 'classroom activities', 'teach for life', 'teaching methods', 'teaching strategies']",136709,0.007212400061444382,7.212400061444382,0,0
kn8frIzQupA,4 Steps in Solving Problems,"['Steps in Problem Solving', 'math', 'learning', 'school', 'educational', 'help', 'miaplaza', 'clever dragons', 'always ice cream', '{214080984}']",304656,0.007890867076309017,7.890867076309018,0,0
2DtIN2DXRU4,The Power of Creative Thinking | APJ Abdul Kalam✨,"['Apj abdul kalam', 'a p j abdul kalam motivational speech', 'abdul kalam', 'abdul kalam quotes', 'abdul kalam sir whatsup quotes in english', 'abdul kalam watsup quotes', 'apj abdul kalam biography', 'apj abdul kalam motivational speech', 'apj abdul kalam motivational speech in hindi', 'apj abdul kalam quotes', 'apj abdul kalam speech', 'apj abdul kalam status', 'apjabdulkalam', 'fire of motivation', 'kalam', 'life changing quotes', 'most inspiring thoughts by abdul kalam', 'sapno ki udaan apj abdul kalam']",539095,0.054988452870087835,54.98845287008783,0,1
tXrJRuEIwBQ,How to be more creative in seconds!,"['psychology', 'quirkology', 'creative', 'self-help']",2075923,0.03776392476984936,37.76392476984936,1,0
G5lf96JljWE,Businessman vs Entrepreneur – The Power of Creative Thinking 💡,"['Business', 'Tip', 'Entrepreneur', 'Deep meaning']",120781,0.00876793535407059,8.76793535407059,1,0
4AIzrId3z84,The Power of Creative Thinking,"['brian tracy', 'personal development', 'success mentor', 'business success']",15044,0.04586546131348046,45.86546131348046,0,0
ndFC8dvu1ag,Do you have a creative mind?,[],13639574,0.07026113865433041,70.26113865433041,0,1
dbN-66Iwtgk,Creative Thinking Skills Techniques - The Five Whys,"['james taylor', 'creative life', 'james taylor show', 'innovation', 'creativity', 'creative thinking', 'skills', 'techniques', 'edward debono', 'lateral thinking', 'augmented creativity', 'the five whys']",33685,0.010123200237494434,10.123200237494434,1,0
ab9EjS4xpxA,Creative Thinking | eLearning Course Trailer,"['IOSH', 'elearning', 'training', 'training videos', 'workplace training', 'cpd', 'professional development', 'creative thinking', 'creative thinking techniques', 'creative thinking skills', 'creative thinking exercises', 'creative thinking in business', 'creative thinking course']",2888,0.006925207756232687,6.925207756232687,1,0
QVQaXdIdEFc,The 5 Types of Creative Thinkers,"['a creative thinker', 'how to be a creative thinker', 'how to become a creative thinker', 'definition of a creative thinker', 'how to be more creative in thinking', 'creative thinking', 'jobs for creative thinkers', 'best jobs for creative thinkers', 'creative thinkers wanted']",133521,0.050374098456422586,50.37409845642259,1,0
s771SvCDUQk,Genius idea for the Toothpick! #diy #creative,"['Genius idea for the Toothpick', 'diy projects', 'diy idea', 'diy hack', 'diy', 'ideas', 'lifehacks', 'tips', 'creative ideas', 'craft idea', 'creative', 'craft', 'no tube creative', 'genius idea', 'ingenious idea']",2499271,0.009247896686673834,9.247896686673835,0,0
sMpLtJUte2c,What is Creativity?,"['Creativity', 'How to be creative', 'creative thinking', 'innovation', 'best ways to boost creativity']",57389,0.010524665005488857,10.524665005488856,1,0
fQQxURVUBDc,Cara Analisis Saham Secara Sederhana (Ukdw Yogyakarta),[],292097,0.023772924747600968,23.772924747600968,0,0
